decision_id,term_id,concept_id,locale,source_concept_key,chosen_wording,sense_and_scope,source_locations,target_locations,authorities_actually_checked,authority_result,rationale,alternatives_considered,uncertainty,precise_review_question,provisional_open_to_correction,decision_record_origin,existing_registry_status
AC-TD-0011,AC-TERM-0011,r012:concept:covering,id-ID,covering,penutup,discrete-structure noun | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L8,source/source/s_intro_intro.ptx:L8,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'discrete-structure noun' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: penutupan,moderate; variants or rejected forms require expert preference review,"In discrete-structure noun, does 'penutup' accurately and naturally express covering, or should 'penutupan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0012,AC-TERM-0012,r012:concept:permutation,id-ID,permutation,permutasi,enumeration | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L9 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_inclusion-exclusion_peer_instruction.ptx:L236,264 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_polya_perm-groups.ptx:L2,4,6,10,13,19,20,27 (+12 more)","source/source/s_intro_intro.ptx:L9 | source/source/s_inclusion-exclusion_peer_instruction.ptx:L236,264 | source/source/s_polya_perm-groups.ptx:L2,4,6,10,13,19,20,27 (+11 more)",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'enumeration' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In enumeration, does 'permutasi' accurately and naturally express permutation, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0013,AC-TERM-0013,r012:concept:combination,id-ID,combination,kombinasi,enumeration | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L9,source/source/s_intro_intro.ptx:L9,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'enumeration' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In enumeration, does 'kombinasi' accurately and naturally express combination, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0014,AC-TERM-0014,r012:concept:inclusion-exclusion,id-ID,inclusion-exclusion,inklusi–eksklusi,principle name | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_inclusion-exclusion.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_inclusion-exclusion_surjections.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_inclusion-exclusion_euler-phi.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_inclusion-exclusion_activity.ptx (paired upstream module; English literal not reconstructed),"source/source/s_intro_intro.ptx (registry-cited module; literal anchor not recovered) | source/source/ch_inclusion-exclusion.ptx:L2,6 | source/source/s_inclusion-exclusion_surjections.ptx:L3,6 | source/source/s_inclusion-exclusion_euler-phi.ptx:L40,69 | source/source/s_inclusion-exclusion_activity.ptx:L5,51,202,455,665",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'principle name' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: inklusi/eksklusi,moderate; variants or rejected forms require expert preference review,"In principle name, does 'inklusi–eksklusi' accurately and naturally express inclusion exclusion, or should 'inklusi/eksklusi' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0015,AC-TERM-0015,r012:concept:generating-function,id-ID,generating-function,fungsi pembangkit,whole work | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L9 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_genfunction.ptx:L2 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_intro.ptx:L10,15,69,73,81 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_distributions.ptx:L11,15,20,36,37,39,53,66 (+14 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_gen-bin-thm.ptx:L7 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_binom-app.ptx:L54,68,70 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_partitions-integer.ptx:L3,38,45,52,56 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_exponential.ptx:L2,4,5,6,8,10,11,13 (+20 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_exercises.ptx:L3,4,8,23,44,82,87,90 (+37 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_genfunction_peer-instruction.ptx:L76,114,152,157,162,167,172,184 (+3 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_recurrence.ptx:L6 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_recurrence_genfunction.ptx:L2,3,4,10,28,67,71,87 (+1 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_recurrence_rubots.ptx:L3,13,22,66 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_recurrence_exercises.ptx:L124,129,134,139,149","source/source/s_intro_intro.ptx:L9 | source/source/ch_genfunction.ptx:L2 | source/source/s_genfunction_intro.ptx:L10,15,69,73,81 | source/source/s_genfunction_distributions.ptx:L11,15,20,36,37,39,53,66 (+15 more) | source/source/s_genfunction_gen-bin-thm.ptx:L7 | source/source/s_genfunction_binom-app.ptx:L54,68,70 | source/source/s_genfunction_partitions-integer.ptx:L3,38,45,52,56 | source/source/s_genfunction_exponential.ptx:L2,4,6,8,9,10,11,13 (+21 more) | source/source/s_genfunction_exercises.ptx:L3,4,8,23,44,82,87,102 (+34 more) | source/source/s_genfunction_peer-instruction.ptx:L76,114,152,157,162,167,172,184 (+3 more) | source/source/ch_recurrence.ptx:L6 | source/source/s_recurrence_genfunction.ptx:L2,3,4,10,28,66,70,86 (+1 more) | source/source/s_recurrence_rubots.ptx:L3,13,22,66 | source/source/s_recurrence_exercises.ptx:L124,129,134,139,149",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'whole work' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In whole work, does 'fungsi pembangkit' accurately and naturally express generating function, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0016,AC-TERM-0016,r012:concept:recurrence-relation,id-ID,recurrence-relation,relasi rekurensi,whole work | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L9 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_recurrence_rubots.ptx (paired upstream module; English literal not reconstructed),source/source/s_intro_intro.ptx:L9 | source/source/s_recurrence_rubots.ptx:L29,"Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; Rinaldi Munir, IF1220 Matematika Diskrit (2026, five PDF modules, 259 pages); Buhaerah, Matematika Diskrit (2019, 159 pages); qa/TERMINOLOGY_QA_INDONESIAN_FIELD_SOURCE_20260822.json. A bounded arXiv search found no suitable Indonesian combinatorics/graph-theory TeX source.",Buhaerah 2019 attests 'relasi rekursif'; the edition distinguishes recurrence from recursive definitions with 'relasi/persamaan rekurensi'.,"Retrospective basis: preserve the source concept in the scope 'whole work' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: relasi rekursif,"low-to-moderate; externally checked, but no human review is claimed",Whether the rekurensi/rekursif distinction is natural and mathematically useful in Indonesian.,yes,retrospective log row with contemporaneous 2026-08-22 field-source QA evidence,language_reviewed
AC-TD-0017,AC-TERM-0017,r012:concept:polya-counting,id-ID,polya-counting,pencacahan Pólya,enumeration under symmetry | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx (paired upstream module; English literal not reconstructed),source/source/s_intro_intro.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'enumeration under symmetry' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In enumeration under symmetry, does 'pencacahan Pólya' accurately and naturally express polya counting, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0018,AC-TERM-0018,r012:concept:spanning-tree,id-ID,spanning-tree,pohon merentang,graph theory | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L11,source/source/s_intro_intro.ptx:L11,"Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; Rinaldi Munir, IF1220 Matematika Diskrit (2026, five PDF modules, 259 pages); Buhaerah, Matematika Diskrit (2019, 159 pages); qa/TERMINOLOGY_QA_INDONESIAN_FIELD_SOURCE_20260822.json. A bounded arXiv search found no suitable Indonesian combinatorics/graph-theory TeX source.",Buhaerah 2019 attests 'pohon pembangun'; the edition consistently uses 'pohon merentang'.,"Retrospective basis: preserve the source concept in the scope 'graph theory' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: pohon rentang,"low-to-moderate; externally checked, but no human review is claimed",Whether 'pohon merentang' should remain primary or 'pohon pembangun' should be preferred.,yes,retrospective log row with contemporaneous 2026-08-22 field-source QA evidence,language_reviewed
AC-TD-0019,AC-TERM-0019,r012:concept:network-flow,id-ID,network-flow,aliran jaringan,graph optimization | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L11 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_networkflow.ptx:L2,6 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_intro.ptx:L3,10,25,26,31 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_flows-cuts.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_augmenting.ptx:L12,60,78 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_labeling-algorithm.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_example.ptx:L4,36,37,57,60,61 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_integer-programming.ptx:L23 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_exercises.ptx:L20,65,70 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_flowapplications.ptx:L7 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_flowapplications_intro.ptx:L3,8,13","source/source/s_intro_intro.ptx:L11 | source/source/ch_networkflow.ptx:L2,6 | source/source/s_networkflow_intro.ptx:L3,10,25,26,31 | source/source/s_networkflow_flows-cuts.ptx (registry-cited module; literal anchor not recovered) | source/source/s_networkflow_augmenting.ptx:L12,58,76 | source/source/s_networkflow_labeling-algorithm.ptx (registry-cited module; literal anchor not recovered) | source/source/s_networkflow_example.ptx:L4,36,57,60 | source/source/s_networkflow_integer-programming.ptx:L23 | source/source/s_networkflow_exercises.ptx:L20,65,70 | source/source/ch_flowapplications.ptx:L7 | source/source/s_flowapplications_intro.ptx:L3,8,13",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'graph optimization' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",rejected or scope-inappropriate forms: network flow,moderate; variants or rejected forms require expert preference review,"In graph optimization, does 'aliran jaringan' accurately and naturally express network flow, or should 'network flow' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0020,AC-TERM-0020,r012:concept:bipartite-matching,id-ID,bipartite-matching,pencocokan bipartit,graph optimization | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_intro.ptx:L11 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_flowapplications.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_flowapplications_bip-match.ptx (paired upstream module; English literal not reconstructed),source/source/s_intro_intro.ptx:L11 | source/source/ch_flowapplications.ptx (registry-cited module; literal anchor not recovered) | source/source/s_flowapplications_bip-match.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'graph optimization' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: pencocokan dalam graf bipartit; rejected or scope-inappropriate forms: penjodohan bipartit,moderate; variants or rejected forms require expert preference review,"In graph optimization, does 'pencocokan bipartit' accurately and naturally express bipartite matching, or should 'pencocokan dalam graf bipartit' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0021,AC-TERM-0021,r012:concept:distribution-cell,id-ID,distribution-cell,wadah,distribution problems | register: formal explanatory,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_enum.ptx (paired upstream module; English literal not reconstructed),source/source/s_intro_enum.ptx:L3,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'distribution problems' and register 'formal explanatory', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: kotak|sel,moderate; variants or rejected forms require expert preference review,"In distribution problems, does 'wadah' accurately and naturally express distribution cell, or should 'kotak|sel' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0022,AC-TERM-0022,r012:concept:nonincreasing-sequence,id-ID,nonincreasing-sequence,barisan tak menaik,sequence order | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_enum.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_kitchensink_zero-one-matrices.ptx (paired upstream module; English literal not reconstructed),source/source/s_intro_enum.ptx:L13 | source/source/s_kitchensink_zero-one-matrices.ptx (registry-cited module; literal anchor not recovered),Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'sequence order' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: barisan nonmenaik,moderate; variants or rejected forms require expert preference review,"In sequence order, does 'barisan tak menaik' accurately and naturally express nonincreasing sequence, or should 'barisan nonmenaik' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0023,AC-TERM-0023,r012:concept:pairwise-disjoint,id-ID,pairwise-disjoint,saling lepas sepasang-sepasang,set families | register: formal mathematical,upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_enum.ptx:L22,source/source/s_intro_enum.ptx:L22,Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'set families' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: saling lepas berpasangan,moderate; variants or rejected forms require expert preference review,"In set families, does 'saling lepas sepasang-sepasang' accurately and naturally express pairwise disjoint, or should 'saling lepas berpasangan' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0024,AC-TERM-0024,r012:concept:necklace,id-ID,necklace,kalung,enumeration under rotation | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_enum.ptx:L35,37,38,39,44,47,51,55","source/source/s_intro_enum.ptx:L35,38,39,44,47,51,55",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'enumeration under rotation' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",No alternative was recorded in the source registry.,moderate; no term-specific external Indonesian source is recorded,"In enumeration under rotation, does 'kalung' accurately and naturally express necklace, or should 'an expert-proposed alternative' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0025,AC-TERM-0025,r012:concept:bead,id-ID,bead,manik-manik,necklace problems | register: formal explanatory,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_enum.ptx:L35,44,47,51,55","source/source/s_intro_enum.ptx:L35,39,44,47,51,55",Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; accepted edition registry and cited translated contexts. No term-specific external Indonesian authority is recorded for this entry.,"No term-specific result from an external Indonesian authority is claimed; acceptance rests on source meaning, scoped usage, and whole-edition consistency.","Retrospective basis: preserve the source concept in the scope 'necklace problems' and register 'formal explanatory', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: manik,moderate; variants or rejected forms require expert preference review,"In necklace problems, does 'manik-manik' accurately and naturally express bead, or should 'manik' be preferred? Please identify the mathematical sense and an Indonesian field authority if recommending a change.",yes,"retrospective reconstruction from the pre-existing glossary, cited target usage, scope, register, variants, and rejected forms; not a claim about contemporaneous translator motive",language_reviewed
AC-TD-0026,AC-TERM-0026,r012:concept:vertex,id-ID,vertex,simpul,graph theory | register: formal mathematical,"upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_intro_graph.ptx:L3,40,43,73,74 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_recurrence_rubots.ptx:L3,13 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_probmeth.ptx:L29,55 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_ramsey_probability.ptx:L17,37,47 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_ramsey_girth.ptx:L22,25,42 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_ramsey_exercises.ptx:L4,15,20 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/ch_networkflow.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_intro.ptx:L15,29 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_flows-cuts.ptx:L6,50 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_augmenting.ptx (paired upstream module; English literal not reconstructed) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_labeling-algorithm.ptx:L3,35,36,40,42,43,47,51 (+3 more) | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_example.ptx:L8,12,16,23,29,40 | upstream/applied-combinatorics-33b20df670d1f8d98266cd2f4a287a79b01649ea/source/s_networkflow_exercises.ptx:L42","source/source/s_intro_graph.ptx:L3,5,28,34,36,38,40,43 (+4 more) | source/source/s_recurrence_rubots.ptx:L3,13 | source/source/ch_probmeth.ptx:L19,24,29,37,47,55 | source/source/s_ramsey_probability.ptx:L17,37,47 | source/source/s_ramsey_girth.ptx:L9,22,25,42 | source/source/s_ramsey_exercises.ptx:L4,15,20,25 | source/source/ch_networkflow.ptx (registry-cited module; literal anchor not recovered) | source/source/s_networkflow_intro.ptx:L3,15,29 | source/source/s_networkflow_flows-cuts.ptx:L6,50 | source/source/s_networkflow_augmenting.ptx:L12,20,76,79,83,89 | source/source/s_networkflow_labeling-algorithm.ptx:L3,6,9,31,32,35,36,40 (+7 more) | source/source/s_networkflow_example.ptx:L8,12,16,23,29,40,50,78 | source/source/s_networkflow_exercises.ptx:L42,97","Pinned English source at 33b20df670d1f8d98266cd2f4a287a79b01649ea; Rinaldi Munir, IF1220 Matematika Diskrit (2026, five PDF modules, 259 pages); Buhaerah, Matematika Diskrit (2019, 159 pages); qa/TERMINOLOGY_QA_INDONESIAN_FIELD_SOURCE_20260822.json. A bounded arXiv search found no suitable Indonesian combinatorics/graph-theory TeX source.",Rinaldi Munir's 2026 IF1220 packet uses 'simpul' 222 times and 'verteks' zero times; Buhaerah 2019 shows competing 'titik' usage.,"Retrospective basis: preserve the source concept in the scope 'graph theory' and register 'formal mathematical', keep the accepted wording consistent across the cited translation surfaces, and retain rather than erase documented variants.",accepted variants: titik sudut,"low-to-moderate; externally checked, but no human review is claimed",Whether 'simpul' should remain the edition-wide primary for graph vertices.,yes,retrospective log row with contemporaneous 2026-08-22 field-source QA evidence,language_reviewed
